Sport,League,Team,City,State/Prov,Country
Hockey,Ontario Junior Hockey League (Junior A),Aurora Tigers,Aurora,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Cobourg Cougars,Cobourg,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Haliburton County Huskies,Haliburton,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Lindsay Muskies,Lindsay,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Markham Royals,Markham,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Newmarket Hurricanes,Newmarket,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),North York Rangers,Toronto,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Pickering Panthers,Pickering,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),St. Michael's Buzzers,Toronto,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Stouffville Spirit,Stouffville,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Trenton Golden Hawks,Trenton,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Wellington Dukes,Wellington,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Buffalo Jr. Sabres,Buffalo,New York,USA
Hockey,Ontario Junior Hockey League (Junior A),Burlington Cougars,Burlington,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Caledon Admirals,Caledon,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Collingwood Blues,Collingwood,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Georgetown Raiders,Georgetown,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),King Rebellion,King Township,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Leamington Flyers,Leamington,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Milton Menace,Milton,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Mississauga Chargers,Mississauga,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Niagara Falls Canucks,Niagara Falls,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Oakville Blades,Oakville,Ontario,Canada
Hockey,Ontario Junior Hockey League (Junior A),Toronto Patriots,Toronto,Ontario,Canada
Hockey,Quebec Junior Hockey League (Junior A),Beauce-Appalaches Condors,Saint-Georges,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Côte-du-Sud Everest,Montmagny,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Gatineau Flames,Gatineau,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Granby Indigo,Granby,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Joliette Prédateurs,Joliette,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Laval Prime,Laval,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Longueuil Collège Français,Longueuil,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Montreal Rangers,Montréal,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Montreal Phoenix,Montréal,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Princeville Titan,Princeville,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),St-Jérôme Panthères,Saint-Jérôme,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Terrebonne Cobras,Terrebonne,Quebec,Canada
Hockey,Quebec Junior Hockey League (Junior A),Valleyfield Braves,Salaberry-de-Valleyfield,Quebec,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Estevan Bruins,Estevan,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Melville Millionaires,Melville,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Weyburn Red Wings,Weyburn,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Yorkton Terriers,Yorkton,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Battlefords North Stars,North Battleford,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Humboldt Broncos,Humboldt,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Kindersley Klippers,Kindersley,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Warman Wolverines,Warman,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Flin Flon Bombers,Flin Flon,Manitoba,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),La Ronge Ice Wolves,La Ronge,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Melfort Mustangs,Melfort,Saskatchewan,Canada
Hockey,Saskatchewan Junior Hockey League (Junior A),Nipawin Hawks,Nipawin,Saskatchewan,Canada
Hockey,Superior International Junior Hockey League (Junior A),Dryden Ice Dogs,Dryden,Ontario,Canada
Hockey,Superior International Junior Hockey League (Junior A),Fort Frances Lakers,Fort Frances,Ontario,Canada
Hockey,Superior International Junior Hockey League (Junior A),Ironwood Lumberjacks,Ironwood,Michigan,USA
Hockey,Superior International Junior Hockey League (Junior A),Kam River Fighting Walleye,Oliver Paipoonge,Ontario,Canada
Hockey,Superior International Junior Hockey League (Junior A),Red Lake Miners,Red Lake,Ontario,Canada
Hockey,Superior International Junior Hockey League (Junior A),Sioux Lookout Bombers,Sioux Lookout,Ontario,Canada
Hockey,Superior International Junior Hockey League (Junior A),Thunder Bay North Stars,Thunder Bay,Ontario,Canada
Hockey,Calgary Junior Hockey League (Junior B),Several,Calgary,Alberta,Canada
Hockey,Capital Junior Hockey League (Junior B),Several,Edmonton,Alberta,Canada
Hockey,Capital Region Junior Hockey League (Junior B),Several,Winnipeg,Manitoba,Canada
Hockey,Eastern Ontario Junior Hockey League (Junior B),Several,Eastern Ontario,Ontario,Canada
Hockey,Greater Ontario Hockey League (Junior B),Several,Southern Ontario,Ontario,Canada
Hockey,Heritage Junior Hockey League (Junior B),Several,Southern Alberta,Alberta,Canada
Hockey,Island Junior Hockey League (Junior B),Several,Prince Edward Island,Prince Edward Island,Canada
Hockey,Keystone Junior Hockey League (Junior B),Several,Northern Manitoba,Manitoba,Canada
Hockey,Lakehead Junior Hockey League (Junior B),Several,Northwestern Ontario,Ontario,Canada
Hockey,Capitale Junior AA Hockey League (Junior B),Several,Quebec City,Quebec,Canada
Hockey,Chaudiere-Appalaches Junior AA Hockey League (Junior B),Several,Chaudiere-Appalaches,Quebec,Canada
Hockey,Estrie-Mauricie Junior AA Hockey League (Junior B),Several,Estrie-Mauricie,Quebec,Canada
Hockey,Laurentides-Lanaudière Junior AA Hockey League (Junior B),Several,Laurentides-Lanaudière,Quebec,Canada
Hockey,Métropolitaine Junior AA Hockey League (Junior B),Several,Montréal,Quebec,Canada
Hockey,Saguenay-Lac-St-Jean Junior AA Hockey League (Junior B),Several,Saguenay-Lac-St-Jean,Quebec,Canada
Hockey,New Brunswick Junior Hockey League (Junior B),Several,New Brunswick,New Brunswick,Canada
Hockey,North Eastern Alberta Junior B Hockey League (Junior B),Several,Northeast Alberta,Alberta,Canada
Hockey,North West Junior Hockey League (Junior B),Several,Peace River Region,BC/Alberta,Canada
Hockey,Nova Scotia Junior Hockey League (Junior B),Several,Nova Scotia,Nova Scotia,Canada
Hockey,Prairie Junior Hockey League (Junior B),Several,Saskatchewan,Saskatchewan,Canada
Hockey,St. John's Junior Hockey League (Junior B),Several,St. John's,Newfoundland and Labrador,Canada
Hockey,USHL (Tier I),Cedar Rapids RoughRiders,Cedar Rapids,Iowa,USA
Hockey,USHL (Tier I),Chicago Steel,Geneva,Illinois,USA
Hockey,USHL (Tier I),Dubuque Fighting Saints,Dubuque,Iowa,USA
Hockey,USHL (Tier I),Green Bay Gamblers,Ashwaubenon,Wisconsin,USA
Hockey,USHL (Tier I),Madison Capitols,Middleton,Wisconsin,USA
Hockey,USHL (Tier I),Muskegon Lumberjacks,Muskegon,Michigan,USA
Hockey,USHL (Tier I),USA Hockey NTDP,Plymouth,Michigan,USA
Hockey,USHL (Tier I),Youngstown Phantoms,Youngstown,Ohio,USA
Hockey,USHL (Tier I),Des Moines Buccaneers,West Des Moines,Iowa,USA
Hockey,USHL (Tier I),Fargo Force,Fargo,North Dakota,USA
Hockey,USHL (Tier I),Lincoln Stars,Lincoln,Nebraska,USA
Hockey,USHL (Tier I),Omaha Lancers,Ralston,Nebraska,USA
Hockey,USHL (Tier I),Sioux City Musketeers,Sioux City,Iowa,USA
Hockey,USHL (Tier I),Sioux Falls Stampede,Sioux Falls,South Dakota,USA
Hockey,USHL (Tier I),Tri-City Storm,Kearney,Nebraska,USA
Hockey,USHL (Tier I),Waterloo Black Hawks,Waterloo,Iowa,USA
Hockey,North American Hockey League (Tier II),Aberdeen Wings,Aberdeen,South Dakota,USA
Hockey,North American Hockey League (Tier II),Austin Bruins,Austin,Minnesota,USA
Hockey,North American Hockey League (Tier II),Bismarck Bobcats,Bismarck,North Dakota,USA
Hockey,North American Hockey League (Tier II),Minnesota Mallards,Forest Lake,Minnesota,USA
Hockey,North American Hockey League (Tier II),Minot Minotauros,Minot,North Dakota,USA
Hockey,North American Hockey League (Tier II),St. Cloud Norsemen,St. Cloud,Minnesota,USA
Hockey,North American Hockey League (Tier II),Watertown Shamrocks,Watertown,South Dakota,USA
Hockey,North American Hockey League (Tier II),Danbury Jr. Hat Tricks,Danbury,Connecticut,USA
Hockey,North American Hockey League (Tier II),Elmira Aviators,Elmira,New York,USA
Hockey,North American Hockey League (Tier II),Johnstown Tomahawks,Johnstown,Pennsylvania,USA
Hockey,North American Hockey League (Tier II),Maryland Black Bears,Odenton,Maryland,USA
Hockey,North American Hockey League (Tier II),New Hampshire Mountain Kings,Hooksett,New Hampshire,USA
Hockey,North American Hockey League (Tier II),New Jersey Titans,Middletown Township,New Jersey,USA
Hockey,North American Hockey League (Tier II),Northeast Generals,Canton,Massachusetts,USA
Hockey,North American Hockey League (Tier II),Philadelphia Rebels,Washington Township,New Jersey,USA
Hockey,North American Hockey League (Tier II),Anchorage Wolverines,Anchorage,Alaska,USA
Hockey,North American Hockey League (Tier II),Fairbanks Ice Dogs,Fairbanks,Alaska,USA
Hockey,North American Hockey League (Tier II),Janesville Jets,Janesville,Wisconsin,USA
Hockey,North American Hockey League (Tier II),Kenai River Brown Bears,Soldotna,Alaska,USA
Hockey,North American Hockey League (Tier II),Minnesota Wilderness,Cloquet,Minnesota,USA
Hockey,North American Hockey League (Tier II),Springfield Jr. Blues,Springfield,Illinois,USA
Hockey,North American Hockey League (Tier II),Wisconsin Windigo,Brookfield,Wisconsin,USA
Hockey,North American Hockey League (Tier II),Amarillo Wranglers,Amarillo,Texas,USA
Hockey,North American Hockey League (Tier II),Corpus Christi IceRays,Corpus Christi,Texas,USA
Hockey,North American Hockey League (Tier II),El Paso Rhinos,El Paso,Texas,USA
Hockey,North American Hockey League (Tier II),Houston Bulls,Richmond,Texas,USA
Hockey,North American Hockey League (Tier II),Lone Star Brahmas,North Richland Hills,Texas,USA
Hockey,North American Hockey League (Tier II),New Mexico Ice Wolves,Albuquerque,New Mexico,USA
Hockey,North American Hockey League (Tier II),Odessa Jackalopes,Odessa,Texas,USA
Hockey,North American Hockey League (Tier II),Oklahoma Warriors,Oklahoma City,Oklahoma,USA
Hockey,North American Hockey League (Tier II),Shreveport Mudbugs,Shreveport,Louisiana,USA
Hockey,North American Hockey League (Tier II),Billings Cattle Punchers,Billings,Montana,USA
Hockey,North American Hockey League (Tier II),Grand Junction River Hawks,Grand Junction,Colorado,USA
Hockey,North American Hockey League (Tier II),Idaho Falls Spud Kings,Idaho Falls,Idaho,USA
Hockey,North American Hockey League (Tier II),Ogden Mustangs,Ogden,Utah,USA
Hockey,North American Hockey League (Tier II),Pueblo,Pueblo,Colorado,USA
Hockey,North American 3 Hockey League (Tier III),Peoria Mustangs,Peoria,Illinois,USA
Hockey,North American 3 Hockey League (Tier III),Rochester Grizzlies,Rochester,Minnesota,USA
Hockey,North American 3 Hockey League (Tier III),St. Louis Jr. Blues,Affton,Missouri,USA
Hockey,North American 3 Hockey League (Tier III),Wausau Cyclones,Wausau,Wisconsin,USA
Hockey,North American 3 Hockey League (Tier III),West Bend Power,West Bend,Wisconsin,USA
Hockey,North American 3 Hockey League (Tier III),Wisconsin Woodsmen,Tomah,Wisconsin,USA
Hockey,North American 3 Hockey League (Tier III),Binghamton Buzz,Binghamton,New York,USA
Hockey,North American 3 Hockey League (Tier III),Long Beach Sharks,Long Beach,New York,USA
Hockey,North American 3 Hockey League (Tier III),Maine Nordiques,Lewiston,Maine,USA
Hockey,North American 3 Hockey League (Tier III),New Hampshire Jr. Mountain Kings,Hooksett,New Hampshire,USA
Hockey,North American 3 Hockey League (Tier III),New Jersey Titans,Middletown Township,New Jersey,USA
Hockey,North American 3 Hockey League (Tier III),Norwich Sea Captains,Norwich,Connecticut,USA
Hockey,North American 3 Hockey League (Tier III),Badlands Sabres,Rapid City,South Dakota,USA
Hockey,North American 3 Hockey League (Tier III),Bozeman Icedogs,Bozeman,Montana,USA
Hockey,North American 3 Hockey League (Tier III),Butte Irish,Butte,Montana,USA
Hockey,North American 3 Hockey League (Tier III),Gillette Wild,Gillette,Wyoming,USA
Hockey,North American 3 Hockey League (Tier III),Great Falls Americans,Great Falls,Montana,USA
Hockey,North American 3 Hockey League (Tier III),Helena Bighorns,Helena,Montana,USA
Hockey,North American 3 Hockey League (Tier III),Sheridan Hawks,Sheridan,Wyoming,USA
Hockey,North American 3 Hockey League (Tier III),Yellowstone Quake,Cody,Wyoming,USA
Hockey,North American 3 Hockey League (Tier III),Austin Ice Bats,Cedar Park,Texas,USA
Hockey,North American 3 Hockey League (Tier III),El Paso Rhinos,El Paso,Texas,USA
Hockey,North American 3 Hockey League (Tier III),New Mexico Ice Wolves,Albuquerque,New Mexico,USA
Hockey,North American 3 Hockey League (Tier III),Texas Jr. Brahmas,North Richland Hills,Texas,USA
Hockey,North American 3 Hockey League (Tier III),Tulsa Jr. Oilers,Tulsa,Oklahoma,USA
Hockey,North American 3 Hockey League (Tier III),West Texas Wranglers,Amarillo,Texas,USA
Hockey,North American 3 Hockey League (Tier III),Atlanta Capitals,Duluth,Georgia,USA
Hockey,North American 3 Hockey League (Tier III),Bayou State Rougarou,Monroe,Louisiana,USA
Hockey,North American 3 Hockey League (Tier III),Carolina Rage,Greer,South Carolina,USA
Hockey,North American 3 Hockey League (Tier III),Louisiana Drillers,Lafayette,Louisiana,USA
Hockey,North American 3 Hockey League (Tier III),Pelham Prowlers,Pelham,Alabama,USA
Hockey,North American 3 Hockey League (Tier III),Texas RoadRunners,College Station,Texas,USA
Hockey,North American 3 Hockey League (Tier III),Alexandria Blizzard,Alexandria,Minnesota,USA
Hockey,North American 3 Hockey League (Tier III),Granite City Lumberjacks,Sauk Rapids,Minnesota,USA
Hockey,North American 3 Hockey League (Tier III),Mason City Toros,Mason City,Iowa,USA
Hockey,North American 3 Hockey League (Tier III),Minnesota Moose,Blaine,Minnesota,USA
Hockey,North American 3 Hockey League (Tier III),Minnesota Wilderness,Eveleth,Minnesota,USA
Hockey,North American 3 Hockey League (Tier III),Willmar WarHawks,Willmar,Minnesota,USA
Hockey,North American 3 Hockey League (Tier III),Fox Cities Forge,Appleton,Wisconsin,USA
Hockey,North American 3 Hockey League (Tier III),Garden City Gamblers,Brick Township,New Jersey,USA
Hockey,North American 3 Hockey League (Tier III),Oklahoma City Warriors,Oklahoma City,Oklahoma,USA
Hockey,North American 3 Hockey League (Tier III),Phoenix Inferno,Phoenix,Arizona,USA
